bpm,sdnn,rmssd,hr_mad,lf,hf,lf/hf,rsa
83.10765815760267,15.545697836894579,15.880466524411872,7.211538461538339,6.6829849931640455,1.9586251007113786,3.4120797240558005,0.6722427478618629
85.82849774339135,19.826608276372703,14.071571422125135,8.413461538461547,4.124978695259998,1.6801156775801134,2.4551754086368884,0.518862646747171
64.80056643851782,12.033129281412782,17.794957233963242,9.615384615384642,4.061969842619799,1.6842531204198221,2.4117336007115724,0.5213222135627625
67.2021539151896,14.100913638123462,13.442794142683333,9.615384615384642,5.255124890668288,1.360450893352269,3.862781755921527,0.3078161840305842
68.80771881461061,17.64072071737719,14.091467609399903,12.019230769230774,2.1362444047302187,2.089747144285291,1.0222501849432268,0.7370430750620595
67.3195020746888,65.18167201567378,108.5973694553115,24.038461538461547,1.0897171753863055,0.7569165990005163,1.439679321110465,-0.27850220466502174
67.29274320377445,23.907059392627055,33.9723316565381,14.423076923076962,0.721490268357926,0.5004489740375323,1.4416859775674475,-0.6922496353990741
65.74187884108866,50.00475096593347,82.1890432561479,24.03846153846166,3.2865839662215577,2.7982022356214675,1.1745341077863956,1.0289771522665783
60.52376333656643,13.17518231350451,18.62011224138175,4.807692307692264,0.2598938831107013,0.20352375989090035,1.2769707244501494,-1.591972524694324
64.26088822141172,13.649752136157414,16.95133825034697,4.807692307692378,0.31034315302070303,0.11107482172866198,2.794000910294699,-2.197551235125108
60.05774783445621,30.104754239333218,40.80249056562184,22.836538461538453,0.3218828791071971,0.267309953967925,1.2041559782162858,-1.319346417593373
64.4355785026989,24.326783304328224,18.95840783954838,14.42307692307702,0.3940660516016462,0.2690618373970702,1.464592881004154,-1.3128140469988632
88.74666666666667,12.418256201785992,11.410886614690996,6.009615384615472,5.0033839023929705,1.445998327757276,3.4601588441344546,0.3687999672748227
83.68818105616094,12.505199547286555,15.491913491534595,9.615384615384585,0.14105731763764384,0.09973358196834799,1.4143412364594565,-2.3052528285548903
85.49897236812056,14.138939102636385,12.274083791663127,12.019230769230717,1.103363312516341,1.1433002101720249,0.965068756831878,0.1339190013950582
117.43370402053037,132.679019507486,233.19321136305322,14.423076923076906,33.18727551263143,20.805969319912165,1.5950843242314046,3.0352399320687526
71.7399955781561,24.359205185005422,25.154386462086965,7.2115384615385665,2.9179629977850987,2.2426560637088597,1.3011192598830468,0.8076609061564293
71.45038167938931,13.680585800451812,15.54494689141493,6.009615384615245,8.416091180139224,2.4968590559546286,3.370671308045253,0.9150335643519657
88.17840582910135,15.61271590903135,19.33067000290837,7.211538461538453,2.079077266106126,1.4642957878472973,1.4198478772944065,0.38137443601091153
88.17710786622705,15.240376189703547,6.195610766713171,9.615384615384755,43.04023022763434,43.10864743958348,0.9984129121182699,3.76372361363413
89.04931794333686,60.28400902587087,50.33747978695175,4.807692307692264,0.8368546830140018,0.8641415665125306,0.9684231327875452,-0.14601867346980416
85.47945205479454,50.285795634588,53.613237418968524,2.403846153846075,5.090304625196572,2.46510699182292,2.0649426747324857,0.9022352109433469
86.49148137453075,4.7531292138239705,7.939642536968906,3.6057692307692264,32.14467378777167,21.65106783283608,1.4846692105883552,3.075054775765027
84.30398069963813,37.023069206085474,41.44322580292476,13.221153846153811,14.711633959505939,4.326257794370906,3.4005449186703403,1.4647029176117705
78.69679453494483,9.607034301507834,10.503159825784898,2.403846153846189,4.772014267035229,1.412244902814134,3.379027431804635,0.3451805679507511
78.64956110735989,27.492373497870854,26.37498152909288,1.2019230769230944,4.053898898184155,2.771489133979321,1.4627150611857325,1.0193847692419726
80.53344805334481,82.27789469809028,112.20912252453505,4.807692307692378,2.516122292537276,2.4957781308517846,1.008151430383176,0.9146005566731423
66.73796791443851,12.96988305788355,14.915473132200578,4.807692307692378,10.26501221113189,3.197773686336974,3.2100496213946847,1.1624548446584162
60.509090909090894,23.802932682548622,25.16076677581349,14.42307692307702,11.96792176999495,3.6604772137589503,3.2694976832556404,1.2975935251866608
71.79290508149568,29.150592569841752,20.112019868607575,14.423076923076906,6.228211703421092,1.9579563760041854,3.180975725379378,0.6719012639848302
66.01586919932677,18.23395982954822,17.367684488642745,19.230769230769283,3.7847251268514284,1.780301956785613,2.1258894382640907,0.576782988560589
69.59107806691449,15.182127661455487,17.812660727547954,10.817307692307736,0.1725642346395014,0.15915606003338703,1.084245454450818,-1.8378700484836017
84.66757123473542,17.7342382167435,15.148863324253307,9.615384615384642,2.3323445501065456,1.0089277630415854,2.3117061850645224,0.008888146183806123
87.41536306327342,18.802659998286863,20.995599406088957,12.019230769230717,1.9297646990701345,1.9298703049459285,0.9999452782523658,0.6574528011489243
87.33816545863536,6.625611738178109,8.16545938085041,4.807692307692264,5.130873169451263,1.3238548201042977,3.875706830940145,0.2805477990133416
63.44687341128623,30.219702172726375,36.34147586682231,24.038461538461547,0.33716559725159856,0.2728248572301879,1.2358316638543132,-1.298925238284915
63.31811263318112,17.024933855409408,26.684015713696667,13.221153846153811,0.27362154323469556,0.19481219110160755,1.4045401454983055,-1.6357193070747922
132.218952324897,224.02326583178734,457.014292903026,122.59615384615381,23.031275330052413,10.353719159783854,2.2244446632772314,2.3373457942740936
68.43469591226322,18.45265020330819,16.769590974724675,16.826923076923094,13.115080592313308,9.763297218543846,1.3433044491776076,2.27863017314221
83.79856115107914,12.21871351281402,17.52564526403526,10.81730769230768,2.7886162917789012,2.2671501618492234,1.230009524161531,0.818523607465499
62.85394515948518,11.908919235901697,14.093797355238706,9.615384615384642,2.259051960709619,1.6988947143274509,1.3297186350973609,0.5299778715685952
68.15947569634079,120.17692209218167,145.6791591351064,64.90384615384619,7.739763715353892,6.605348147580775,1.1717419797453974,1.8878796462870395
64.9436253252385,94.25202533674751,93.477373157392,16.82692307692298,11.097723412736146,5.7648683838971575,1.9250610202541831,1.7517823232604366
67.03125,50.64463836459341,53.45217974409592,31.25,15.005513363383226,10.123084101046508,1.482306500035101,2.3148183704993723
